uid,lexicon,pos,label,lemma,strength,source,isbase,exclude
frazzled=>frazzled=>a,frazzled,a,n,frazzled,s,mpqa,t,
humorous=>humorous=>o,humorous,o,p,humorous,s,mpqa,t,
insurrection=>insurrection=>a,insurrection,a,n,insurrection,w,mpqa,t,
insurrection=>insurrection=>n,insurrection,n,n,insurrection,w,mpqa,t,
fascination=>fascination=>o,fascination,o,p,fascination,s,mpqa,t,
understandable=>understandable=>a,understandable,a,p,understandable,s,mpqa,t,
straggle=>straggle=>v,straggle,v,n,straggle,w,mpqa,t,
safeguard=>safeguard=>v,safeguard,v,p,safeguard,s,mpqa,t,
congratulations=>congratulations=>a,congratulations,a,p,congratulations,s,mpqa,t,
utmost=>utmost=>a,utmost,a,p,utmost,s,mpqa,t,
calumniation=>calumniation=>n,calumniation,n,n,calumniation,s,mpqa,t,
juvenile=>juvenile=>a,juvenile,a,n,juvenile,w,mpqa,t,
discountenance=>discountenance=>n,discountenance,n,n,discountenance,s,mpqa,t,
liberal=>liberal=>a,liberal,a,p,liberal,w,mpqa,t,
unnerve=>unnerve=>v,unnerve,v,n,unnerve,s,mpqa,t,
heartbreakingly=>heartbreakingly=>r,heartbreakingly,r,n,heartbreakingly,s,mpqa,t,
floor=>floor=>v,floor,v,o,floor,w,mpqa,t,
right=>right=>v,right,v,p,right,s,mpqa+liu,t,
right=>right=>a,right,a,p,right,w,mpqa+liu,t,
right=>right=>n,right,n,p,right,w,mpqa+liu,t,
harassment=>harassment=>n,harassment,n,n,harassment,s,mpqa+liu,t,
polluter=>polluter=>n,polluter,n,n,polluter,s,mpqa+liu+afinn,t,
creative=>creative=>a,creative,a,p,creative,s,mpqa+liu,t,
foe=>foe=>n,foe,n,n,foe,s,mpqa+liu,t,
despair=>despair=>n,despair,n,n,despair,s,mpqa+liu+afinn,t,
defensive=>defensive=>a,defensive,a,n,defensive,w,mpqa+liu,t,
hardliners=>hardliner=>n,hardliners,n,n,hardliner,w,mpqa+liu,f,
lackey=>lackey=>n,lackey,n,n,lackey,s,mpqa+liu,t,
soothe=>soothe=>v,soothe,v,p,soothe,s,mpqa+liu+afinn,t,
despair=>despair=>v,despair,v,n,despair,s,mpqa+liu,t,
insecurity=>insecurity=>n,insecurity,n,n,insecurity,s,mpqa+liu,t,
meddle=>meddle=>v,meddle,v,n,meddle,s,mpqa+liu,t,
sob=>sob=>v,sob,v,n,sob,s,mpqa+liu,t,
respectable=>respectable=>a,respectable,a,p,respectable,s,mpqa+liu,t,
suffice=>suffice=>v,suffice,v,p,suffice,w,mpqa+liu,t,
overshadow=>overshadow=>v,overshadow,v,n,overshadow,w,mpqa+liu,t,
greatness=>greatness=>n,greatness,n,p,greatness,s,mpqa+liu,t,
happy=>happy=>a,happy,a,p,happy,s,mpqa+liu,t,
misinform=>misinform=>v,misinform,v,n,misinform,s,mpqa+liu,t,
unequivocally=>unequivocally=>o,unequivocally,r,p,unequivocally,s,mpqa,t,
leer=>leer=>n,leer,n,n,leer,s,mpqa+liu,t,
leer=>leer=>v,leer,v,n,leer,s,mpqa+liu,t,
repression=>repression=>n,repression,n,n,repression,w,mpqa+liu,t,
possibly=>possibly=>o,possibly,r,o,possibly,w,mpqa,t,
pest=>pest=>n,pest,n,n,pest,s,mpqa+liu,t,
enemies=>enemy=>n,enemies,n,n,enemy,w,mpqa+liu+afinn,f,
ambitious=>ambitious=>n,ambitious,n,p,ambitious,w,mpqa,t,
superfluous=>superfluous=>a,superfluous,a,n,superfluous,s,mpqa,t,
mudslinger=>mudslinger=>n,mudslinger,n,n,mudslinger,s,mpqa,t,
intend=>intend=>v,intend,v,o,intend,w,mpqa,t,
geezer=>geezer=>o,geezer,o,n,geezer,s,mpqa,t,
paralize=>paralize=>v,paralize,v,n,paralize,w,mpqa,t,
comely=>comely=>a,comely,a,p,comely,s,mpqa,t,
intent=>intent=>a,intent,a,o,intent,w,mpqa,t,
intent=>intent=>n,intent,n,o,intent,w,mpqa,t,
smelling=>smelling=>o,smelling,o,n,smelling,w,mpqa,t,
persecution=>persecution=>a,persecution,a,n,persecution,s,mpqa,t,
anti-white=>anti-white=>a,anti-white,a,n,anti-white,s,mpqa,t,
anti-white=>anti-white=>n,anti-white,n,n,anti-white,s,mpqa,t,
congested=>congested=>a,congested,a,n,congested,w,mpqa,t,
expropriate=>expropriate=>a,expropriate,a,n,expropriate,w,mpqa,t,
expropriate=>expropriate=>n,expropriate,n,n,expropriate,w,mpqa,t,
quandary=>quandary=>n,quandary,n,n,quandary,s,mpqa,t,
stricken=>stricken=>a,stricken,a,n,stricken,s,mpqa,t,
disrespectable=>disrespectable=>a,disrespectable,a,n,disrespectable,s,mpqa,t,
avalanche=>avalanche=>a,avalanche,a,n,avalanche,s,mpqa,t,
rousing=>rousing=>a,rousing,a,p,rousing,s,mpqa,t,
indolent=>indolent=>a,indolent,a,n,indolent,s,mpqa,t,
vex=>vex=>o,vex,o,n,vex,s,mpqa,t,
bogus=>bogus=>a,bogus,a,n,bogus,s,mpqa,t,
jerk=>jerk=>o,jerk,o,n,jerk,s,mpqa,t,
navigable=>navigable=>a,navigable,a,p,navigable,w,mpqa,t,
cataclysmic=>cataclysmic=>a,cataclysmic,a,n,cataclysmic,s,mpqa,t,
gloomy=>gloomy=>a,gloomy,a,n,gloomy,s,mpqa,t,
rapturous=>rapturous=>o,rapturous,o,p,rapturous,s,mpqa,t,
rationality=>rationality=>a,rationality,a,p,rationality,w,mpqa,t,
rationality=>rationality=>n,rationality,n,p,rationality,w,mpqa,t,
exact=>exact=>a,exact,a,o,exact,s,mpqa,t,
engrossing=>engrossing=>o,engrossing,o,p,engrossing,s,mpqa,t,
speculation=>speculation=>a,speculation,a,o,speculation,w,mpqa,t,
speculation=>speculation=>n,speculation,n,o,speculation,w,mpqa,t,
spiritual=>spiritual=>a,spiritual,a,p,spiritual,s,mpqa,t,
soft-spoken=>soft-spoken=>a,soft-spoken,a,p,soft-spoken,w,mpqa,t,
adulation=>adulation=>o,adulation,o,p,adulation,s,mpqa,t,
jeopardy=>jeopardy=>n,jeopardy,n,n,jeopardy,s,mpqa,t,
celebrated=>celebrated=>a,celebrated,a,p,celebrated,s,mpqa,t,
reminiscent=>reminiscent=>a,reminiscent,a,p,reminiscent,s,mpqa,t,
reminiscent=>reminiscent=>n,reminiscent,n,p,reminiscent,s,mpqa,t,
boost=>boost=>a,boost,a,p,boost,w,mpqa,t,
irresolvable=>irresolvable=>a,irresolvable,a,n,irresolvable,w,mpqa,t,
assertive=>assertive=>a,assertive,a,p,assertive,w,mpqa,t,
understanding=>understanding=>a,understanding,a,p,understanding,w,mpqa,t,
understanding=>understanding=>n,understanding,n,p,understanding,w,mpqa,t,
contemplate=>contemplate=>v,contemplate,v,o,contemplate,s,mpqa,t,
upgrade=>upgrade=>v,upgrade,v,p,upgrade,w,mpqa,t,
dwindling=>dwindling=>a,dwindling,a,n,dwindling,w,mpqa,t,
momentous=>momentous=>a,momentous,a,p,momentous,s,mpqa,t,
effusive=>effusive=>a,effusive,a,p,effusive,s,mpqa,t,
dusty=>dusty=>a,dusty,a,n,dusty,w,mpqa,t,
funded=>funded=>a,funded,a,o,funded,w,mpqa,t,
ill-fated=>ill-fated=>a,ill-fated,a,n,ill-fated,s,mpqa,t,
marvelous=>marvelous=>a,marvelous,a,p,marvelous,s,mpqa,t,
marvelous=>marvelous=>o,marvelous,o,p,marvelous,s,mpqa,t,
abash=>abash=>v,abash,v,n,abash,s,mpqa,t,
self-sufficient=>self-sufficient=>a,self-sufficient,a,p,self-sufficient,w,mpqa,t,
fake=>fake=>a,fake,a,n,fake,s,mpqa,t,
flagging=>flagging=>a,flagging,a,n,flagging,w,mpqa,t,
abase=>abase=>v,abase,v,n,abase,s,mpqa,t,
dangle=>dangle=>v,dangle,v,n,dangle,s,mpqa,t,
cherished=>cherished=>a,cherished,a,p,cherished,s,mpqa,t,
deft=>deft=>a,deft,a,p,deft,s,mpqa,t,
ambitious=>ambitious=>a,ambitious,a,p,ambitious,w,mpqa+liu,t,
persecution=>persecution=>n,persecution,n,n,persecution,s,mpqa+liu,t,
subvert=>subvert=>v,subvert,v,n,subvert,w,mpqa+liu,t,
avalanche=>avalanche=>n,avalanche,n,n,avalanche,s,mpqa+liu,t,
uneven=>uneven=>a,uneven,a,n,uneven,w,mpqa+liu,t,
vex=>vex=>v,vex,v,n,vex,s,mpqa+liu,t,
oversight=>oversight=>n,oversight,n,n,oversight,w,mpqa+liu,t,
spiritual=>spiritual=>n,spiritual,n,p,spiritual,s,mpqa+liu,t,
insignificant=>insignificant=>a,insignificant,a,n,insignificant,w,mpqa+liu,t,
kindliness=>kindliness=>n,kindliness,n,p,kindliness,s,mpqa+liu,t,
cleanliness=>cleanliness=>n,cleanliness,n,p,cleanliness,w,mpqa+liu,t,
boost=>boost=>v,boost,v,p,boost,w,mpqa+liu,t,
abscond=>abscond=>v,abscond,v,n,abscond,s,mpqa+liu,t,
molestation=>molestation=>n,molestation,n,n,molestation,s,mpqa+liu,t,
redemption=>redemption=>n,redemption,n,p,redemption,s,mpqa+liu,t,
ineffective=>ineffective=>a,ineffective,a,n,ineffective,w,mpqa+liu,t,
reclaim=>reclaim=>v,reclaim,v,p,reclaim,w,mpqa+liu,t,
love=>love=>v,love,v,p,love,s,mpqa+liu,t,
prefer=>prefer=>v,prefer,v,p,prefer,s,mpqa+liu,t,
logical=>logical=>a,logical,a,p,logical,w,mpqa+liu,t,
bloody=>bloody=>a,bloody,a,n,bloody,w,mpqa+liu,t,
positive=>positive=>a,positive,a,p,positive,w,mpqa+liu,t,
angry=>angry=>a,angry,a,n,angry,s,mpqa+liu,t,
sweeten=>sweeten=>v,sweeten,v,p,sweeten,w,mpqa+liu,t,
cheap=>cheap=>a,cheap,a,n,cheap,s,mpqa+liu,t,
love=>love=>n,love,n,p,love,s,mpqa+liu+afinn,t,
apparent=>apparent=>o,apparent,o,o,apparent,w,mpqa,t,
validity=>validity=>n,validity,n,p,validity,w,mpqa,t,
ignorant=>ignorant=>a,ignorant,a,n,ignorant,s,mpqa,t,
ignorant=>ignorant=>n,ignorant,n,n,ignorant,s,mpqa,t,
preponderance=>preponderance=>a,preponderance,a,p,preponderance,s,mpqa,t,
preponderance=>preponderance=>n,preponderance,n,p,preponderance,s,mpqa,t,
unnatural=>unnatural=>o,unnatural,o,n,unnatural,w,mpqa,t,
fatalistic=>fatalistic=>a,fatalistic,a,n,fatalistic,s,mpqa,t,
instable=>instable=>a,instable,a,n,instable,w,mpqa,t,
impasse=>impasse=>n,impasse,n,n,impasse,s,mpqa,t,
values=>values=>a,values,a,p,values,w,mpqa,t,
values=>value=>n,values,n,p,value,w,mpqa,f,
awesome=>awesome=>a,awesome,a,p,awesome,s,mpqa,t,
awesome=>awesome=>o,awesome,o,p,awesome,s,mpqa,t,
intransigent=>intransigent=>o,intransigent,o,n,intransigent,s,mpqa,t,
calumnious=>calumnious=>a,calumnious,a,n,calumnious,s,mpqa,t,
savor=>savor=>v,savor,v,p,savor,w,mpqa,t,
divided=>divided=>a,divided,a,n,divided,w,mpqa,t,
vainly=>vainly=>a,vainly,a,n,vainly,s,mpqa,t,
immune=>immune=>a,immune,a,o,immune,w,mpqa,t,
abidance=>abidance=>a,abidance,a,p,abidance,s,mpqa,t,
abidance=>abidance=>n,abidance,n,p,abidance,s,mpqa,t,
optimal=>optimal=>a,optimal,a,p,optimal,s,mpqa,t,
spot=>spot=>a,spot,a,n,spot,w,mpqa,t,1
rehabilitate=>rehabilitate=>v,rehabilitate,v,p,rehabilitate,w,mpqa,t,
improving=>improving=>a,improving,a,p,improving,w,mpqa,t,
such=>such=>o,such,o,o,such,w,mpqa,t,
filthy=>filthy=>a,filthy,a,n,filthy,s,mpqa,t,
egotistical=>egotistical=>a,egotistical,a,n,egotistical,s,mpqa,t,
disagreeable=>disagreeable=>o,disagreeable,o,n,disagreeable,s,mpqa,t,
natural=>natural=>a,natural,a,p,natural,w,mpqa,t,
so=>so=>o,so,o,o,so,w,mpqa,t,
dreamland=>dreamland=>n,dreamland,n,p,dreamland,s,mpqa,t,
drunken=>drunken=>a,drunken,a,n,drunken,s,mpqa,t,
innocuous=>innocuous=>n,innocuous,n,p,innocuous,s,mpqa,t,
noteworthy=>noteworthy=>a,noteworthy,a,p,noteworthy,s,mpqa,t,
noteworthy=>noteworthy=>n,noteworthy,n,p,noteworthy,s,mpqa,t,
anti-Semites=>anti-Semites=>a,anti-Semites,a,n,anti-semites,s,mpqa,t,
anti-Semites=>anti-Semites=>n,anti-Semites,n,n,anti-semites,s,mpqa,t,
yearn=>yearn=>v,yearn,v,p,yearn,s,mpqa,t,
horrify=>horrify=>a,horrify,a,n,horrify,s,mpqa,t,
horrify=>horrify=>v,horrify,v,n,horrify,s,mpqa,t,
tendency=>tendency=>a,tendency,a,o,tendency,w,mpqa,t,
tendency=>tendency=>n,tendency,n,o,tendency,w,mpqa,t,
avid=>avid=>a,avid,a,p,avid,s,mpqa,t,
lackluster=>lackluster=>o,lackluster,o,n,lackluster,s,mpqa,t,
attraction=>attraction=>a,attraction,a,p,attraction,s,mpqa,t,
suspicion=>suspicion=>a,suspicion,a,n,suspicion,w,mpqa,t,
revulsion=>revulsion=>n,revulsion,n,n,revulsion,s,mpqa,t,
smarter=>smarter=>a,smarter,a,p,smarter,s,mpqa,t,
bashful=>bashful=>a,bashful,a,n,bashful,s,mpqa,t,
amnesty=>amnesty=>n,amnesty,n,p,amnesty,w,mpqa,t,
revere=>revere=>v,revere,v,p,revere,s,mpqa,t,
edify=>edify=>v,edify,v,p,edify,s,mpqa,t,
beloved=>beloved=>a,beloved,a,p,beloved,s,mpqa,t,
breakthrough=>breakthrough=>a,breakthrough,a,p,breakthrough,w,mpqa,t,
giddy=>giddy=>a,giddy,a,p,giddy,s,mpqa,t,
boundless=>boundless=>a,boundless,a,p,boundless,s,mpqa,t,
trauma=>trauma=>a,trauma,a,n,trauma,s,mpqa,t,
harmonious=>harmonious=>a,harmonious,a,p,harmonious,s,mpqa+liu,t,
admirer=>admirer=>n,admirer,n,p,admirer,s,mpqa+liu,t,
stole=>steal=>v,stole,v,n,steal,w,mpqa+liu,f,
stress=>stress=>n,stress,n,n,stress,s,mpqa+liu,t,
stress=>stress=>v,stress,v,n,stress,s,mpqa+liu,t,
innocuous=>innocuous=>a,innocuous,a,p,innocuous,s,mpqa+liu,t,
unacceptable=>unacceptable=>a,unacceptable,a,n,unacceptable,s,mpqa+liu,t,
thoughtfulness=>thoughtfulness=>n,thoughtfulness,n,p,thoughtfulness,s,mpqa+liu,t,
stupidity=>stupidity=>n,stupidity,n,n,stupidity,s,mpqa+liu,t,
trauma=>trauma=>n,trauma,n,n,trauma,s,mpqa+liu+afinn,t,
suspicion=>suspicion=>n,suspicion,n,n,suspicion,w,mpqa+liu,t,
antipathy=>antipathy=>n,antipathy,n,n,antipathy,s,mpqa+liu,t,
illogically=>illogically=>r,illogically,r,n,illogically,s,mpqa+liu,t,
revert=>revert=>v,revert,v,n,revert,w,mpqa+liu,t,
instability=>instability=>n,instability,n,n,instability,w,mpqa+liu,t,
prudently=>prudently=>r,prudently,r,p,prudently,s,mpqa+liu,t,
evidently=>evidently=>o,evidently,r,p,evidently,s,mpqa,t,
indeterminable=>indeterminable=>a,indeterminable,a,n,indeterminable,w,mpqa+liu,t,
wicked=>wicked=>a,wicked,a,n,wicked,s,mpqa+liu,t,
pretend=>pretend=>v,pretend,v,n,pretend,s,mpqa+liu+afinn,t,1
attraction=>attraction=>n,attraction,n,p,attraction,s,mpqa+liu+afinn,t,
regressive=>regressive=>a,regressive,a,n,regressive,w,mpqa+liu,t,
despotic=>despotic=>a,despotic,a,n,despotic,s,mpqa+liu,t,
degrade=>degrade=>v,degrade,v,n,degrade,s,mpqa+liu+afinn,t,
mistified=>mistified=>a,mistified,a,n,mistified,w,mpqa,t,
ascendant=>ascendant=>a,ascendant,a,p,ascendant,s,mpqa,t,
ascendant=>ascendant=>n,ascendant,n,p,ascendant,s,mpqa,t,
cooperatively=>cooperatively=>r,cooperatively,r,p,cooperatively,w,mpqa,t,
worthiness=>worthiness=>a,worthiness,a,p,worthiness,s,mpqa,t,
possibility=>possibility=>a,possibility,a,o,possibility,w,mpqa,t,
possibility=>possibility=>n,possibility,n,o,possibility,w,mpqa,t,
quite=>quite=>o,quite,o,o,quite,s,mpqa,t,
complicated=>complicated=>a,complicated,a,n,complicated,w,mpqa,t,
matchless=>matchless=>a,matchless,a,p,matchless,s,mpqa,t,
besides=>besides=>o,besides,o,o,besides,s,mpqa,t,
bumpy=>bumpy=>a,bumpy,a,n,bumpy,w,mpqa,t,
dissonant=>dissonant=>a,dissonant,a,n,dissonant,s,mpqa,t,
scarred=>scarred=>a,scarred,a,n,scarred,s,mpqa,t,
liberally=>liberally=>r,liberally,r,p,liberally,w,mpqa,t,
heroize=>heroize=>v,heroize,v,p,heroize,s,mpqa,t,
imposers=>imposers=>a,imposers,a,n,imposers,s,mpqa,t,
imposers=>imposers=>n,imposers,n,n,imposers,s,mpqa,t,
wrong=>wrong=>o,wrong,o,n,wrong,w,mpqa,t,
massive=>massive=>a,massive,a,o,massive,w,mpqa,t,
bothersome=>bothersome=>a,bothersome,a,n,bothersome,s,mpqa,t,
puny=>puny=>a,puny,a,n,puny,s,mpqa,t,
emotion=>emotion=>a,emotion,a,o,emotion,s,mpqa,t,
emotion=>emotion=>n,emotion,n,o,emotion,s,mpqa,t,
punishable=>punishable=>a,punishable,a,n,punishable,w,mpqa,t,
anti-=>anti-=>n,anti-,n,n,anti-,s,mpqa,t,1
open=>open=>a,open,a,p,open,w,mpqa,t,
ill-favored=>ill-favored=>a,ill-favored,a,n,ill-favored,s,mpqa,t,
judgements=>judgements=>a,judgements,a,o,judgements,w,mpqa,t,
judgements=>judgement=>n,judgements,n,o,judgement,w,mpqa,f,
stuffed=>stuffed=>a,stuffed,a,o,stuffed,w,mpqa,t,
realization=>realization=>a,realization,a,o,realization,w,mpqa,t,
realization=>realization=>n,realization,n,o,realization,w,mpqa,t,
oversimplified=>oversimplified=>a,oversimplified,a,n,oversimplified,w,mpqa,t,
pacifists=>pacifists=>a,pacifists,a,p,pacifists,s,mpqa,t,
pacifists=>pacifist=>n,pacifists,n,p,pacifist,s,mpqa,f,
snatch=>snatch=>v,snatch,v,n,snatch,w,mpqa,t,
ridiculous=>ridiculous=>o,ridiculous,o,n,ridiculous,s,mpqa,t,
impractical=>impractical=>n,impractical,n,n,impractical,s,mpqa,t,
heavyhearted=>heavyhearted=>a,heavyhearted,a,n,heavyhearted,s,mpqa,t,
stammer=>stammer=>v,stammer,v,n,stammer,s,mpqa,t,
glossy=>glossy=>a,glossy,a,p,glossy,s,mpqa,t,
damned=>damned=>o,damned,o,n,damned,s,mpqa,t,
proactive=>proactive=>n,proactive,n,p,proactive,s,mpqa,t,
prospect=>prospect=>a,prospect,a,p,prospect,w,mpqa,t,
fragmented=>fragmented=>a,fragmented,a,n,fragmented,w,mpqa,t,
sumptuous=>sumptuous=>a,sumptuous,a,p,sumptuous,s,mpqa,t,
argument=>argument=>a,argument,a,n,argument,w,mpqa,t,
argument=>argument=>n,argument,n,n,argument,w,mpqa,t,
sad=>sad=>o,sad,o,n,sad,s,mpqa,t,
prestigious=>prestigious=>a,prestigious,a,p,prestigious,w,mpqa,t,
lurking=>lurking=>a,lurking,a,n,lurking,s,mpqa,t,
dismissive=>dismissive=>a,dismissive,a,n,dismissive,s,mpqa,t,
dismissive=>dismissive=>n,dismissive,n,n,dismissive,s,mpqa,t,
hedonistic=>hedonistic=>a,hedonistic,a,n,hedonistic,s,mpqa,t,
time-honored=>time-honored=>a,time-honored,a,p,time-honored,s,mpqa,t,
discerning=>discerning=>o,discerning,o,p,discerning,s,mpqa,t,
knew=>know=>v,knew,v,o,know,s,mpqa,f,
adaptability=>adaptability=>n,adaptability,n,p,adaptability,w,mpqa,t,
energize=>energize=>v,energize,v,p,energize,w,mpqa,t,
touchy=>touchy=>a,touchy,a,n,touchy,s,mpqa,t,
blockhead=>blockhead=>a,blockhead,a,n,blockhead,s,mpqa,t,
drive=>drive=>n,drive,n,p,drive,w,mpqa,t,
unassailable=>unassailable=>a,unassailable,a,p,unassailable,s,mpqa,t,
unassailable=>unassailable=>n,unassailable,n,p,unassailable,s,mpqa,t,
merit=>merit=>v,merit,v,p,merit,s,mpqa,t,
disrespect=>disrespect=>v,disrespect,v,n,disrespect,s,mpqa+liu,t,
impure=>impure=>a,impure,a,n,impure,s,mpqa+liu,t,
neglect=>neglect=>v,neglect,v,n,neglect,s,mpqa+liu,t,
languish=>languish=>v,languish,v,n,languish,s,mpqa+liu,t,
wrath=>wrath=>n,wrath,n,n,wrath,s,mpqa+liu,t,
shiver=>shiver=>v,shiver,v,n,shiver,s,mpqa+liu,t,
impractical=>impractical=>a,impractical,a,n,impractical,s,mpqa+liu,t,
rival=>rival=>v,rival,v,n,rival,w,mpqa+liu,t,1
rival=>rival=>n,rival,n,n,rival,w,mpqa+liu,t,1
destroy=>destroy=>v,destroy,v,n,destroy,w,mpqa+liu+afinn,t,
sag=>sag=>v,sag,v,n,sag,w,mpqa+liu,t,
sad=>sad=>a,sad,a,n,sad,s,mpqa+liu,t,
sap=>sap=>v,sap,v,n,sap,s,mpqa+liu,t,
perplex=>perplex=>v,perplex,v,n,perplex,s,mpqa+liu,t,
fashionable=>fashionable=>a,fashionable,a,p,fashionable,s,mpqa+liu,t,
infuriate=>infuriate=>v,infuriate,v,n,infuriate,s,mpqa+liu+afinn,t,
guiltily=>guiltily=>r,guiltily,r,n,guiltily,s,mpqa+liu,t,
intoxicate=>intoxicate=>v,intoxicate,v,n,intoxicate,w,mpqa+liu,t,
bewilderingly=>bewilderingly=>o,bewilderingly,r,n,bewilderingly,s,mpqa,t,
straggler=>straggler=>n,straggler,n,n,straggler,w,mpqa+liu,t,
merit=>merit=>n,merit,n,p,merit,s,mpqa+liu,t,
palatial=>palatial=>a,palatial,a,p,palatial,s,mpqa+liu,t,1
gaff=>gaff=>n,gaff,n,n,gaff,s,mpqa+liu,t,
fashionably=>fashionably=>r,fashionably,r,p,fashionably,s,mpqa+liu,t,
wrong=>wrong=>a,wrong,a,n,wrong,w,mpqa+liu,t,
prospect=>prospect=>n,prospect,n,p,prospect,w,mpqa+afinn,t,
illness=>illness=>n,illness,n,n,illness,w,mpqa+liu+afinn,t,
far-reaching=>far-reaching=>a,far-reaching,a,o,far-reaching,w,mpqa,t,
aggressive=>aggressive=>o,aggressive,o,n,aggressive,s,mpqa,t,
calumnies=>calumny=>n,calumnies,n,n,calumny,s,mpqa,f,
considerable=>considerable=>a,considerable,a,o,considerable,s,mpqa,t,
liberation=>liberation=>a,liberation,a,p,liberation,w,mpqa,t,
outrage=>outrage=>v,outrage,v,n,outrage,s,mpqa,t,
dispute=>dispute=>v,dispute,v,n,dispute,s,mpqa,t,
godlike=>godlike=>o,godlike,o,p,godlike,s,mpqa,t,
graceless=>graceless=>a,graceless,a,n,graceless,s,mpqa,t,
infallibly=>infallibly=>r,infallibly,r,p,infallibly,s,mpqa,t,
simplistic=>simplistic=>a,simplistic,a,n,simplistic,s,mpqa,t,
simplistic=>simplistic=>n,simplistic,n,n,simplistic,s,mpqa,t,
prime=>prime=>a,prime,a,o,prime,w,mpqa,t,
maniacal=>maniacal=>a,maniacal,a,n,maniacal,s,mpqa,t,
worried=>worried=>a,worried,a,n,worried,s,mpqa,t,
liable=>liable=>a,liable,a,n,liable,w,mpqa,t,
worries=>worries=>a,worries,a,n,worries,s,mpqa,t,
downfallen=>downfallen=>n,downfallen,n,n,downfallen,s,mpqa,t,
ghastly=>ghastly=>a,ghastly,a,n,ghastly,s,mpqa,t,
enthralled=>enthralled=>o,enthralled,o,p,enthralled,s,mpqa,t,
temperance=>temperance=>n,temperance,n,p,temperance,w,mpqa,t,
anyways=>anyways=>o,anyways,o,o,anyways,s,mpqa,t,
impressions=>impressions=>a,impressions,a,p,impressions,w,mpqa,t,
impressions=>impression=>n,impressions,n,p,impression,w,mpqa,f,
inequalities=>inequalities=>a,inequalities,a,n,inequalities,w,mpqa,t,
forsake=>forsake=>v,forsake,v,n,forsake,s,mpqa,t,
pitiless=>pitiless=>a,pitiless,a,n,pitiless,s,mpqa,t,
aberration=>aberration=>a,aberration,a,n,aberration,s,mpqa,t,
aberration=>aberration=>n,aberration,n,n,aberration,s,mpqa,t,
adept=>adept=>a,adept,a,p,adept,w,mpqa,t,
jovial=>jovial=>a,jovial,a,p,jovial,s,mpqa,t,
spare=>spare=>v,spare,v,p,spare,w,mpqa,t,1
menacing=>menacing=>o,menacing,o,n,menacing,s,mpqa,t,
jaunty=>jaunty=>a,jaunty,a,p,jaunty,s,mpqa,t,
undermine=>undermine=>v,undermine,v,n,undermine,s,mpqa,t,
farcical=>farcical=>o,farcical,o,n,farcical,s,mpqa,t,
self-serving=>self-serving=>a,self-serving,a,n,self-serving,s,mpqa,t,
self-serving=>self-serving=>n,self-serving,n,n,self-serving,s,mpqa,t,
belie=>belie=>v,belie,v,n,belie,s,mpqa,t,
expression=>expression=>a,expression,a,o,expression,w,mpqa,t,
expression=>expression=>n,expression,n,o,expression,w,mpqa,t,
calumniate=>calumniate=>v,calumniate,v,n,calumniate,s,mpqa,t,
almighty=>almighty=>a,almighty,a,p,almighty,s,mpqa,t,
reflective=>reflective=>a,reflective,a,o,reflective,s,mpqa,t,
diatribe=>diatribe=>o,diatribe,o,n,diatribe,s,mpqa,t,
enable=>enable=>v,enable,v,p,enable,w,mpqa,t,
unsafe=>unsafe=>a,unsafe,a,n,unsafe,w,mpqa,t,
abject=>abject=>a,abject,a,n,abject,s,mpqa,t,
profane=>profane=>v,profane,v,n,profane,s,mpqa,t,
pleasurable=>pleasurable=>o,pleasurable,o,p,pleasurable,s,mpqa,t,
world-famous=>world-famous=>a,world-famous,a,p,world-famous,s,mpqa,t,
twists=>twists=>a,twists,a,n,twists,w,mpqa,t,
reviled=>reviled=>a,reviled,a,n,reviled,s,mpqa,t,
dubious=>dubious=>a,dubious,a,n,dubious,s,mpqa,t,
blah=>blah=>o,blah,o,n,blah,s,mpqa,t,1
hopefulness=>hopefulness=>n,hopefulness,n,p,hopefulness,s,mpqa,t,
blab=>blab=>v,blab,v,n,blab,s,mpqa,t,
legalistic=>legalistic=>a,legalistic,a,o,legalistic,w,mpqa,t,
legalistic=>legalistic=>n,legalistic,n,o,legalistic,w,mpqa,t,
war-like=>war-like=>a,war-like,a,n,war-like,s,mpqa,t,
war-like=>war-like=>n,war-like,n,n,war-like,s,mpqa,t,
inoffensive=>inoffensive=>a,inoffensive,a,p,inoffensive,s,mpqa,t,
breakdown=>breakdown=>v,breakdown,v,n,breakdown,w,mpqa,t,
scarce=>scarce=>a,scarce,a,n,scarce,w,mpqa+liu,t,
slow=>slow=>a,slow,a,n,slow,w,mpqa+liu,t,
unkind=>unkind=>a,unkind,a,n,unkind,s,mpqa+liu,t,
liberation=>liberation=>n,liberation,n,p,liberation,w,mpqa+liu,t,
dispute=>dispute=>n,dispute,n,n,dispute,s,mpqa+liu+afinn,t,
mope=>mope=>v,mope,v,n,mope,w,mpqa+liu+afinn,t,
worries=>worry=>n,worries,n,n,worry,s,mpqa+liu,f,
worrier=>worrier=>n,worrier,n,n,worrier,s,mpqa+liu,t,
fame=>fame=>n,fame,n,p,fame,s,mpqa+liu+afinn,t,
inequalities=>inequality=>n,inequalities,n,n,inequality,w,mpqa+liu,f,
alarming=>alarming=>a,alarming,a,n,alarming,s,mpqa+liu,t,
keenly=>keenly=>o,keenly,r,p,keenly,s,mpqa,t,
inappropriately=>inappropriately=>r,inappropriately,r,n,inappropriately,s,mpqa+liu,t,
